CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal
779138883,Existing Customer,50,M,1,Graduate,Married,$60K - $80K,Blue,34,4702.0,0
708173433,Existing Customer,26,F,1,Unknown,Single,$40K - $60K,Blue,14,5645.0,2324
778401033,Existing Customer,32,M,0,High School,Married,$60K - $80K,Blue,13,14308.0,1889
818375733,Attrited Customer,51,F,2,College,Married,$40K - $60K,Blue,46,4882.0,695
711048783,Existing Customer,41,M,4,Doctorate,Married,$80K - $120K,Blue,29,33405.0,0
721415658,Existing Customer,39,F,1,Graduate,Married,$40K - $60K,Blue,27,2700.0,2220
717961458,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,37,2934.0,2381
718563483,Existing Customer,30,M,2,Unknown,Divorced,$120K +,Blue,14,1548.0,0
717128283,Existing Customer,40,F,3,High School,Unknown,Less than $40K,Blue,36,5525.0,2409
718068933,Existing Customer,36,F,3,Uneducated,Single,Less than $40K,Blue,36,5750.0,1521
718623783,Existing Customer,56,M,2,College,Married,$120K +,Blue,36,27157.0,1547
716565258,Existing Customer,37,M,3,Doctorate,Single,$80K - $120K,Blue,36,12830.0,0
712505658,Existing Customer,51,F,4,Unknown,Single,Less than $40K,Blue,41,5530.0,1999
792565908,Existing Customer,36,F,2,Uneducated,Single,Less than $40K,Blue,30,2684.0,1474
709267308,Existing Customer,62,M,1,Graduate,Married,$80K - $120K,Blue,49,2437.0,1400
710035008,Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,24,3827.0,1397
790082508,Existing Customer,42,M,4,High School,Single,$120K +,Blue,35,34516.0,1658
716866308,Existing Customer,38,M,2,High School,Married,$60K - $80K,Blue,33,5940.0,1101
709707033,Attrited Customer,45,M,3,Graduate,Single,$60K - $80K,Blue,32,13162.0,0
718346658,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,37,1963.0,1357
824157858,Existing Customer,58,M,3,Graduate,Married,$80K - $120K,Blue,54,18713.0,1022
709735008,Existing Customer,35,M,2,High School,Married,$80K - $120K,Blue,22,3023.0,1435
814593858,Existing Customer,58,M,3,High School,Single,$120K +,Blue,53,6103.0,1798
718416858,Existing Customer,42,M,5,Graduate,Married,$60K - $80K,Blue,34,10607.0,2517
710307933,Existing Customer,32,F,0,College,Single,Less than $40K,Blue,24,2917.0,2517
715870758,Existing Customer,35,M,4,Graduate,Married,$120K +,Blue,30,34516.0,1018
713819283,Existing Customer,51,M,1,Uneducated,Married,$80K - $120K,Blue,42,25197.0,2517
710424408,Existing Customer,63,M,2,Graduate,Married,Less than $40K,Blue,36,2743.0,1815
709493283,Existing Customer,42,M,2,Unknown,Single,$120K +,Blue,32,4111.0,1233
712489158,Existing Customer,36,F,0,Uneducated,Single,Unknown,Blue,18,3667.0,948
719013108,Existing Customer,42,M,3,Graduate,Divorced,$40K - $60K,Blue,33,3178.0,1800
721178583,Attrited Customer,37,F,3,Graduate,Unknown,Unknown,Blue,22,5674.0,0
717769008,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,36,11444.0,1278
709986633,Existing Customer,29,M,1,High School,Married,$40K - $60K,Blue,36,1438.3,0
721062408,Existing Customer,54,M,2,Uneducated,Divorced,$40K - $60K,Blue,34,6387.0,1597
771349458,Existing Customer,33,M,2,Graduate,Married,$40K - $60K,Blue,20,5657.0,1792
780557658,Existing Customer,63,F,0,Uneducated,Married,Unknown,Blue,54,11827.0,0
771441558,Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,37,2608.0,1589
756409758,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,37,3203.0,2076
720009558,Existing Customer,33,F,2,College,Single,Unknown,Gold,36,34516.0,1540
778885158,Existing Customer,57,M,3,Uneducated,Married,$80K - $120K,Blue,38,2472.0,2457
715543908,Existing Customer,52,F,3,Uneducated,Married,Less than $40K,Blue,43,2147.0,1173
717591483,Existing Customer,52,F,3,Graduate,Single,Less than $40K,Blue,44,3416.0,2044
715042608,Existing Customer,39,F,2,Doctorate,Married,Unknown,Blue,36,8058.0,791
755959683,Existing Customer,50,F,5,Unknown,Unknown,Unknown,Blue,43,3410.0,2281
715367058,Existing Customer,43,M,3,College,Unknown,$60K - $80K,Blue,37,19044.0,0
714573258,Existing Customer,36,M,2,Post-Graduate,Single,$60K - $80K,Blue,30,1606.0,798
712281183,Existing Customer,55,M,4,Graduate,Married,$120K +,Blue,36,24336.0,856
717670758,Existing Customer,30,F,1,Graduate,Single,Less than $40K,Blue,20,5030.0,1327
720666333,Existing Customer,36,M,3,Unknown,Married,$120K +,Blue,24,24577.0,0
771556308,Existing Customer,26,F,0,High School,Single,Less than $40K,Blue,13,3517.0,1195
708931908,Existing Customer,48,M,3,High School,Single,$40K - $60K,Blue,36,7400.0,636
718894233,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,36,2956.0,1391
771544533,Attrited Customer,42,F,5,High School,Married,Unknown,Blue,30,3578.0,0
708927108,Attrited Customer,53,M,2,Graduate,Married,$120K +,Blue,36,12778.0,507
717831783,Existing Customer,58,F,2,Uneducated,Married,Less than $40K,Blue,45,1942.0,1536
709288383,Existing Customer,32,M,2,Graduate,Divorced,$80K - $120K,Blue,26,29961.0,789
710813733,Existing Customer,48,M,4,Uneducated,Married,$60K - $80K,Silver,35,33791.0,0
721084833,Existing Customer,48,M,5,High School,Married,$40K - $60K,Silver,34,17657.0,2018
711258108,Existing Customer,54,M,1,College,Married,$120K +,Blue,44,2821.0,2415
710149008,Existing Customer,59,M,0,High School,Married,Less than $40K,Blue,47,1479.0,787
711902058,Existing Customer,35,M,2,Graduate,Married,$60K - $80K,Blue,36,1438.3,0
716757033,Existing Customer,37,M,4,Post-Graduate,Married,$40K - $60K,Blue,27,6859.0,1766
712688433,Existing Customer,36,M,3,High School,Divorced,$120K +,Blue,36,3404.0,1568
713203908,Existing Customer,26,M,0,Uneducated,Single,$40K - $60K,Blue,15,2158.0,1695
711772008,Attrited Customer,35,F,3,Graduate,Single,Less than $40K,Blue,22,1890.0,666
708799983,Attrited Customer,40,M,1,Post-Graduate,Married,$60K - $80K,Blue,36,18386.0,890
778882758,Existing Customer,55,F,2,Unknown,Married,Unknown,Blue,36,3602.0,2013
709157133,Existing Customer,39,M,1,Unknown,Divorced,$80K - $120K,Blue,34,3766.0,1049
741344808,Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,32,5634.0,2057
739692933,Existing Customer,46,F,2,Unknown,Single,$40K - $60K,Blue,29,3126.0,2517
766429908,Existing Customer,49,M,2,High School,Unknown,$60K - $80K,Blue,42,3017.0,786
802087683,Existing Customer,32,M,0,Post-Graduate,Married,$60K - $80K,Blue,26,5478.0,1491
712491108,Existing Customer,35,M,1,Post-Graduate,Married,$80K - $120K,Blue,20,13046.0,1177
714767508,Existing Customer,39,M,2,Graduate,Married,$40K - $60K,Blue,31,8687.0,1146
720376008,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,40,6174.0,1421
779126658,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,13,5655.0,0
793222008,Existing Customer,32,M,0,High School,Married,$60K - $80K,Blue,26,5397.0,1784
720812433,Existing Customer,54,M,2,College,Married,$120K +,Blue,46,28465.0,0
717623583,Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,27,3444.0,2441
708878508,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,37,2104.0,1267
710043408,Existing Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,37,15610.0,2048
789079758,Existing Customer,44,M,4,Doctorate,Unknown,$120K +,Blue,32,34516.0,1356
721311333,Existing Customer,32,M,1,High School,Married,Unknown,Blue,22,16912.0,1590
710749458,Existing Customer,64,F,0,Doctorate,Married,Less than $40K,Blue,53,5462.0,1864
778275783,Existing Customer,37,F,2,Unknown,Unknown,Less than $40K,Blue,27,2868.0,1434
799498158,Existing Customer,31,M,1,Post-Graduate,Married,$60K - $80K,Blue,22,2685.0,1580
716334258,Existing Customer,49,F,3,Uneducated,Divorced,$40K - $60K,Blue,36,5238.0,1365
716075208,Existing Customer,32,F,3,High School,Married,Less than $40K,Blue,22,4561.0,2029
780276258,Existing Customer,53,M,2,High School,Married,$120K +,Blue,39,13091.0,985
789282333,Existing Customer,62,F,0,Graduate,Married,Unknown,Blue,51,10826.0,1274
811571733,Existing Customer,26,F,0,Unknown,Single,Unknown,Blue,13,2600.0,1876
709429533,Existing Customer,49,F,5,Graduate,Divorced,Unknown,Blue,35,2561.0,0
715247508,Existing Customer,30,F,1,Graduate,Married,Less than $40K,Blue,36,7087.0,1060
718784358,Existing Customer,34,M,4,Uneducated,Single,$120K +,Blue,36,34516.0,2517
751450008,Existing Customer,41,M,1,Post-Graduate,Single,$40K - $60K,Blue,32,10266.0,1390
719227233,Existing Customer,27,F,1,Unknown,Single,Less than $40K,Blue,36,1553.0,723
711050058,Existing Customer,33,F,2,Uneducated,Married,$40K - $60K,Blue,23,6732.0,0
779040408,Existing Customer,56,M,2,High School,Married,$120K +,Blue,37,12181.0,1702
714024858,Existing Customer,36,M,3,High School,Married,$80K - $120K,Blue,27,7056.0,0
789849108,Existing Customer,35,M,1,Graduate,Single,$60K - $80K,Blue,25,14365.0,0
710391258,Existing Customer,27,M,0,Graduate,Married,$40K - $60K,Blue,36,11473.0,829
718830183,Existing Customer,46,M,1,High School,Single,$60K - $80K,Blue,38,23996.0,2517
779696883,Existing Customer,48,M,2,Graduate,Divorced,$60K - $80K,Blue,33,2998.0,1789
719249733,Existing Customer,54,M,1,Unknown,Single,$80K - $120K,Blue,36,30011.0,1232
737971833,Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue,31,2405.0,1553
772468983,Existing Customer,36,M,1,Post-Graduate,Married,$80K - $120K,Blue,26,21927.0,1291
710990283,Existing Customer,56,M,1,High School,Married,$80K - $120K,Blue,36,3906.0,1851
808750458,Existing Customer,32,M,1,Doctorate,Single,$60K - $80K,Blue,27,10029.0,606
719692983,Existing Customer,36,M,2,Doctorate,Married,$60K - $80K,Blue,30,4934.0,1504
719125158,Existing Customer,35,F,2,High School,Single,Less than $40K,Silver,15,13882.0,1452
787509408,Existing Customer,26,M,0,College,Single,Unknown,Blue,13,2347.0,0
719206308,Existing Customer,32,M,1,High School,Married,$60K - $80K,Blue,24,4116.0,1223
717141858,Existing Customer,56,F,2,High School,Single,$40K - $60K,Blue,36,13904.0,625
713172408,Existing Customer,54,M,1,Unknown,Married,$80K - $120K,Blue,43,32558.0,2016
720314583,Existing Customer,54,M,2,Unknown,Married,$80K - $120K,Blue,44,12902.0,1860
708347583,Existing Customer,37,F,4,Uneducated,Married,Less than $40K,Blue,36,2509.0,1144
711006783,Existing Customer,38,F,1,Graduate,Single,Less than $40K,Blue,22,2484.0,2149
718274283,Existing Customer,35,M,3,College,Single,$60K - $80K,Blue,36,2780.0,0
803977008,Existing Customer,39,M,2,Unknown,Married,$60K - $80K,Blue,34,5219.0,1826
715216908,Existing Customer,48,M,4,Doctorate,Single,$80K - $120K,Blue,36,18102.0,1381
779611008,Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue,18,4532.0,0
811467708,Existing Customer,33,M,2,Graduate,Married,$80K - $120K,Blue,28,22399.0,1431
812597508,Existing Customer,39,F,1,High School,Married,$40K - $60K,Blue,34,4489.0,2498
718651083,Existing Customer,35,F,2,Graduate,Single,Unknown,Blue,25,10329.0,514
708577308,Existing Customer,43,F,1,Unknown,Divorced,Less than $40K,Blue,36,2637.0,1272
813990483,Existing Customer,27,F,0,High School,Married,Less than $40K,Blue,22,1864.0,1384
816319008,Existing Customer,52,F,2,Graduate,Single,Unknown,Blue,47,13276.0,1917
789627258,Existing Customer,31,M,1,Graduate,Single,$40K - $60K,Blue,25,1935.0,1033
713346558,Existing Customer,45,M,4,Graduate,Divorced,$60K - $80K,Blue,37,6784.0,891
708744933,Existing Customer,35,M,2,High School,Married,$60K - $80K,Blue,36,19127.0,1880
708828258,Existing Customer,55,M,2,College,Married,$120K +,Blue,37,32641.0,1551
713511108,Existing Customer,61,M,1,Uneducated,Married,$40K - $60K,Blue,47,1438.3,847
710208633,Existing Customer,37,F,1,Graduate,Married,Less than $40K,Blue,31,2417.0,1929
824165658,Existing Customer,38,M,2,Unknown,Married,$80K - $120K,Blue,34,19259.0,2266
826513233,Existing Customer,54,F,3,Unknown,Married,Less than $40K,Blue,50,3796.0,2396
788789658,Existing Customer,40,M,5,Unknown,Unknown,$80K - $120K,Blue,22,4042.0,1744
717837858,Existing Customer,47,M,5,College,Married,$120K +,Blue,34,17603.0,1063
709382958,Existing Customer,55,F,2,Graduate,Married,$40K - $60K,Blue,46,2894.0,2077
716253858,Existing Customer,37,M,5,Post-Graduate,Married,$80K - $120K,Blue,26,16730.0,1956
713725683,Existing Customer,36,F,0,College,Single,Less than $40K,Blue,27,3282.0,1843
710364258,Existing Customer,53,F,2,Uneducated,Married,Unknown,Blue,41,15815.0,1217
816033783,Existing Customer,26,M,0,High School,Single,$60K - $80K,Blue,21,1672.0,957
715065483,Existing Customer,45,F,3,Graduate,Divorced,Less than $40K,Blue,36,8121.0,1595
718751133,Existing Customer,36,F,2,Unknown,Married,Less than $40K,Blue,26,3182.0,2435
713983308,Existing Customer,60,M,0,Post-Graduate,Married,$60K - $80K,Blue,49,3182.0,1928
718418958,Attrited Customer,30,M,1,Post-Graduate,Divorced,Less than $40K,Blue,36,5061.0,0
779367858,Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,28,6224.0,1898
711285633,Existing Customer,33,F,0,Unknown,Single,Unknown,Blue,36,2735.0,1769
714974658,Existing Customer,48,F,4,College,Married,Less than $40K,Blue,36,2464.0,1867
716374308,Existing Customer,39,M,3,Graduate,Married,$60K - $80K,Blue,33,3477.0,1875
713416233,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,24,3242.0,2076
797643708,Existing Customer,47,M,1,High School,Married,$120K +,Blue,41,27858.0,1314
808292958,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,20,1438.3,495
719831958,Existing Customer,49,M,3,College,Single,$120K +,Blue,36,34516.0,0
708860358,Existing Customer,38,M,3,High School,Married,$80K - $120K,Blue,22,6361.0,694
717385983,Existing Customer,30,M,0,Graduate,Married,Less than $40K,Blue,21,2490.0,0
719049033,Existing Customer,53,M,3,High School,Married,$120K +,Blue,44,14057.0,1655
717581658,Existing Customer,49,M,2,Unknown,Single,$60K - $80K,Blue,38,2461.0,1586
714347508,Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue,21,7766.0,1278
803833608,Existing Customer,40,M,3,Uneducated,Single,$40K - $60K,Silver,33,21308.0,564
712576908,Existing Customer,30,M,0,High School,Married,$60K - $80K,Blue,36,4516.0,2252
778511733,Existing Customer,42,F,3,College,Single,$40K - $60K,Blue,30,5424.0,1812
721464783,Existing Customer,62,F,0,Graduate,Married,Less than $40K,Blue,36,1764.0,1540
821179233,Attrited Customer,50,F,1,Post-Graduate,Single,$40K - $60K,Blue,46,1493.0,932
713126733,Existing Customer,56,M,3,College,Married,$120K +,Blue,43,17539.0,2517
719688408,Existing Customer,45,M,3,Graduate,Married,$80K - $120K,Silver,36,34516.0,0
779811183,Existing Customer,35,F,3,Uneducated,Married,Less than $40K,Blue,25,2149.0,1118
771086208,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,44,6256.0,1530
715217733,Existing Customer,33,F,2,High School,Single,Unknown,Blue,25,11922.0,792
813752433,Attrited Customer,43,F,3,Graduate,Single,Less than $40K,Blue,38,4075.0,1986
711876333,Existing Customer,53,M,3,Graduate,Married,$80K - $120K,Blue,36,7290.0,2151
715256658,Existing Customer,50,M,2,College,Single,$60K - $80K,Blue,36,5965.0,688
711329658,Existing Customer,30,M,0,High School,Married,$120K +,Blue,13,9007.0,1965
710227908,Existing Customer,37,F,3,Graduate,Single,Less than $40K,Blue,36,6077.0,1397
716362008,Existing Customer,37,M,2,Doctorate,Married,$40K - $60K,Blue,29,1808.0,1009
714939708,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,36,12810.0,0
708083283,Attrited Customer,58,M,0,Unknown,Single,$40K - $60K,Blue,45,3421.0,2517
719431608,Existing Customer,63,F,0,College,Married,$40K - $60K,Blue,53,3118.0,1528
769411758,Existing Customer,43,M,1,Graduate,Single,$60K - $80K,Blue,37,20013.0,922
714248733,Existing Customer,26,F,0,Unknown,Single,Unknown,Blue,13,4395.0,1240
804481608,Existing Customer,37,F,1,Unknown,Single,Less than $40K,Blue,32,9661.0,0
714631833,Existing Customer,53,M,4,Graduate,Married,$60K - $80K,Blue,44,1973.0,1324
769751958,Existing Customer,55,M,3,Unknown,Married,$120K +,Blue,49,9926.0,2018
717999183,Existing Customer,36,M,3,High School,Married,$60K - $80K,Blue,36,4108.0,1659
713075283,Existing Customer,51,M,3,High School,Single,$120K +,Blue,36,20741.0,2504
711561108,Existing Customer,36,M,4,Graduate,Single,$80K - $120K,Blue,24,16335.0,892
709854483,Existing Customer,35,F,1,High School,Married,Unknown,Blue,17,4588.0,2517
713630733,Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,24,5712.0,1955
717599283,Existing Customer,57,M,0,Doctorate,Married,$60K - $80K,Blue,36,5335.0,1206
806407308,Attrited Customer,54,F,3,College,Single,Unknown,Blue,49,13184.0,0
712730583,Existing Customer,29,M,0,Uneducated,Married,$60K - $80K,Blue,20,8592.0,1201
712142733,Existing Customer,37,F,3,Post-Graduate,Married,Less than $40K,Blue,26,1910.0,1164
720153258,Existing Customer,53,F,2,College,Single,Less than $40K,Blue,45,6210.0,1083
814086333,Existing Customer,36,M,3,College,Married,$40K - $60K,Blue,31,2220.0,1337
715524708,Existing Customer,49,M,5,Unknown,Single,$40K - $60K,Silver,41,20756.0,1710
713307708,Existing Customer,64,F,0,Unknown,Married,$40K - $60K,Blue,55,2895.0,2517
714069858,Existing Customer,53,M,3,Graduate,Married,$60K - $80K,Blue,36,3539.0,2517
712789383,Existing Customer,52,M,1,Graduate,Married,$120K +,Blue,44,9274.0,2097
787983633,Existing Customer,35,F,3,Uneducated,Married,Less than $40K,Blue,26,3187.0,2517
758583708,Attrited Customer,37,F,3,Graduate,Single,Less than $40K,Blue,24,2802.0,2460
717130383,Existing Customer,50,M,0,Uneducated,Married,$60K - $80K,Blue,36,2334.0,707
720770883,Existing Customer,65,F,0,Graduate,Single,Less than $40K,Blue,56,1438.3,0
716797758,Existing Customer,53,F,2,Unknown,Married,Less than $40K,Blue,44,3519.0,0
713835258,Existing Customer,53,M,1,Unknown,Married,$120K +,Blue,48,3088.0,2083
720677733,Existing Customer,40,M,3,Graduate,Married,$80K - $120K,Silver,36,34516.0,1002
718587858,Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,31,11906.0,2032
710263608,Existing Customer,53,F,3,High School,Married,Unknown,Blue,36,11098.0,821
715055433,Existing Customer,36,M,3,Uneducated,Married,$60K - $80K,Blue,22,2224.0,1772
715498308,Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue,36,3454.0,1603
708099183,Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,36,5723.0,1873
716452908,Existing Customer,36,F,1,Unknown,Single,Less than $40K,Blue,36,9239.0,1421
789959283,Existing Customer,39,M,2,College,Single,$80K - $120K,Blue,24,4061.0,1775
713536158,Existing Customer,65,M,1,College,Married,Less than $40K,Blue,56,4189.0,0
716750358,Existing Customer,45,F,1,Unknown,Married,Less than $40K,Blue,32,6373.0,1562
815299833,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,33,2228.0,1717
721003008,Attrited Customer,36,F,4,Graduate,Married,Less than $40K,Blue,24,3261.0,2517
779883933,Existing Customer,40,F,4,Graduate,Married,Less than $40K,Blue,24,8014.0,1402
716612958,Existing Customer,35,F,2,College,Married,$40K - $60K,Blue,29,10980.0,1726
715859058,Existing Customer,54,M,3,Post-Graduate,Married,$120K +,Blue,42,3092.0,2165
772031733,Existing Customer,40,M,4,Graduate,Single,$80K - $120K,Blue,29,14315.0,690
720668358,Existing Customer,59,M,0,Uneducated,Single,$40K - $60K,Blue,46,1648.0,997
778708533,Attrited Customer,26,F,0,High School,Single,$40K - $60K,Blue,13,1730.0,1616
719649408,Existing Customer,46,M,2,High School,Married,$60K - $80K,Blue,35,13768.0,763
715457658,Existing Customer,29,F,1,Graduate,Married,Unknown,Blue,19,1709.0,1465
711934308,Existing Customer,38,M,3,Graduate,Single,$40K - $60K,Blue,19,1705.0,0
781326483,Existing Customer,31,M,0,Graduate,Divorced,$60K - $80K,Blue,25,8673.0,0
712557708,Existing Customer,35,M,1,High School,Married,$60K - $80K,Blue,21,6391.0,2317
789187908,Existing Customer,56,M,2,Uneducated,Married,$80K - $120K,Blue,45,11102.0,1946
773297508,Existing Customer,34,M,3,College,Married,$80K - $120K,Blue,28,24765.0,1999
716529258,Existing Customer,42,M,4,Doctorate,Married,$80K - $120K,Blue,27,31864.0,0
708242283,Existing Customer,29,M,1,College,Single,$60K - $80K,Blue,36,5346.0,0
789247458,Existing Customer,32,M,0,Graduate,Single,$40K - $60K,Blue,21,2801.0,1472
717100833,Existing Customer,37,F,2,High School,Married,Less than $40K,Blue,27,3148.0,0
716870583,Existing Customer,36,F,3,Unknown,Married,Less than $40K,Blue,36,2786.0,1628
719999508,Existing Customer,37,M,3,Unknown,Married,$60K - $80K,Blue,24,11894.0,816
721236408,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,29,7535.0,2517
720122808,Attrited Customer,52,M,2,High School,Married,$60K - $80K,Silver,35,33180.0,511
716882658,Existing Customer,62,F,2,Graduate,Married,Less than $40K,Blue,51,2986.0,1632
713734758,Existing Customer,35,F,2,Graduate,Married,Unknown,Blue,23,6729.0,2375
709085358,Existing Customer,36,M,1,Graduate,Single,$60K - $80K,Blue,36,2601.0,1817
715785933,Existing Customer,54,M,3,College,Married,$80K - $120K,Blue,45,3380.0,1655
717159858,Existing Customer,27,M,1,High School,Single,$60K - $80K,Blue,18,2730.0,1351
713259858,Attrited Customer,26,M,0,High School,Single,$40K - $60K,Blue,15,3324.0,0
787516908,Existing Customer,56,F,2,Graduate,Married,Less than $40K,Blue,45,2665.0,1844
711145008,Existing Customer,60,F,1,Graduate,Married,$40K - $60K,Blue,47,5015.0,2053
715013733,Existing Customer,54,M,4,Graduate,Married,$60K - $80K,Blue,36,6905.0,2303
717098208,Existing Customer,48,M,3,Unknown,Married,$80K - $120K,Blue,41,5848.0,950
737982408,Existing Customer,33,M,1,College,Single,$80K - $120K,Blue,26,19136.0,1608
713216883,Existing Customer,64,F,0,Unknown,Married,Less than $40K,Blue,55,3500.0,1904
709361058,Existing Customer,35,M,2,Graduate,Married,$60K - $80K,Blue,24,7453.0,0
710312658,Existing Customer,54,F,2,Unknown,Married,Less than $40K,Blue,43,6266.0,1819
773383158,Existing Customer,29,F,1,College,Single,Less than $40K,Blue,23,4945.0,0
716053083,Attrited Customer,33,M,2,Graduate,Married,$120K +,Blue,21,27992.0,0
717667833,Existing Customer,34,M,1,Graduate,Married,$40K - $60K,Blue,36,3735.0,1285
716998608,Existing Customer,48,M,3,Graduate,Unknown,$60K - $80K,Blue,36,6703.0,1252
772086408,Existing Customer,38,M,3,High School,Single,$80K - $120K,Blue,27,6162.0,943
708597558,Existing Customer,42,M,3,High School,Single,$60K - $80K,Blue,36,3337.0,795
718011783,Existing Customer,55,M,3,Graduate,Married,$40K - $60K,Blue,36,2205.0,1337
714360033,Existing Customer,62,M,1,High School,Married,$40K - $60K,Blue,43,4450.0,1444
811005858,Existing Customer,33,F,0,Unknown,Married,Less than $40K,Blue,28,1438.3,0
794485158,Existing Customer,38,M,2,Unknown,Married,$80K - $120K,Blue,18,2172.0,1475
708513183,Existing Customer,39,M,1,Uneducated,Married,$40K - $60K,Blue,29,4323.0,1267
719353158,Existing Customer,56,M,1,College,Married,$80K - $120K,Blue,45,4145.0,1468
711436083,Existing Customer,36,M,1,Graduate,Married,Less than $40K,Blue,18,2032.0,1003
780374133,Existing Customer,29,M,1,College,Single,$80K - $120K,Blue,19,7010.0,2103
739117233,Existing Customer,57,M,3,High School,Married,$120K +,Blue,50,3205.0,1530
708486033,Existing Customer,55,F,3,Post-Graduate,Married,Unknown,Blue,36,16547.0,1521
795237183,Existing Customer,51,F,2,Graduate,Married,$40K - $60K,Blue,45,5930.0,0
788788758,Existing Customer,57,F,3,College,Single,Unknown,Blue,39,7469.0,1752
709635858,Existing Customer,56,F,3,Graduate,Married,Less than $40K,Blue,45,2235.0,0
789701658,Existing Customer,26,M,0,College,Single,$40K - $60K,Blue,13,2047.0,1196
713484483,Existing Customer,36,F,4,Uneducated,Single,Unknown,Silver,21,34516.0,907
711954558,Existing Customer,53,F,3,Graduate,Married,$40K - $60K,Blue,44,2636.0,2357
712655583,Existing Customer,41,M,3,Graduate,Married,$40K - $60K,Blue,32,6425.0,915
779686683,Existing Customer,26,F,0,Post-Graduate,Single,Less than $40K,Blue,13,2902.0,1668
711226758,Existing Customer,51,F,1,College,Divorced,Less than $40K,Blue,42,4002.0,1669
713241033,Existing Customer,34,M,0,Graduate,Married,$60K - $80K,Blue,26,5175.0,977
788754108,Existing Customer,65,F,1,Unknown,Single,$40K - $60K,Blue,48,4599.0,637
717013383,Existing Customer,52,M,2,High School,Married,$80K - $120K,Blue,43,31258.0,1518
712634133,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,45,2683.0,1671
709537683,Attrited Customer,37,M,3,College,Married,$80K - $120K,Blue,30,11638.0,926
778627983,Existing Customer,40,F,3,Graduate,Married,Unknown,Blue,20,1829.0,1140
720241758,Existing Customer,55,M,0,Doctorate,Married,$80K - $120K,Blue,36,8276.0,1671
720814233,Existing Customer,45,M,4,High School,Unknown,$80K - $120K,Blue,34,23539.0,1261
785080308,Existing Customer,37,F,2,High School,Married,Less than $40K,Blue,31,2352.0,0
713358633,Existing Customer,30,M,1,Graduate,Single,$60K - $80K,Blue,36,11371.0,1015
720392433,Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,36,2857.0,2517
720282558,Existing Customer,36,M,2,Graduate,Single,$80K - $120K,Silver,27,34516.0,1568
821370858,Existing Customer,39,M,1,Graduate,Married,$40K - $60K,Blue,35,6690.0,1884
799249833,Existing Customer,34,M,2,Graduate,Single,Less than $40K,Blue,28,4439.0,844
713016633,Existing Customer,47,M,3,High School,Single,$60K - $80K,Blue,36,5344.0,1582
814471983,Existing Customer,42,M,3,High School,Divorced,$80K - $120K,Blue,37,27310.0,0
779612808,Existing Customer,61,M,1,Graduate,Married,$40K - $60K,Blue,50,2531.0,2360
716692683,Existing Customer,31,M,1,College,Single,$40K - $60K,Blue,22,9096.0,0
790145733,Attrited Customer,40,M,3,College,Single,$80K - $120K,Silver,33,34516.0,0
716038533,Existing Customer,42,F,3,Graduate,Unknown,Less than $40K,Blue,32,7169.0,902
714421233,Existing Customer,54,F,0,Graduate,Married,Less than $40K,Blue,36,5399.0,1723
709783908,Existing Customer,52,F,3,Unknown,Married,Less than $40K,Blue,47,2280.0,1170
812788233,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,21,6315.0,1305
772452783,Existing Customer,43,M,3,Unknown,Married,$40K - $60K,Blue,33,4402.0,1640
714002658,Existing Customer,49,M,2,Unknown,Married,$120K +,Blue,34,27732.0,1623
713464983,Existing Customer,45,F,2,Graduate,Unknown,$40K - $60K,Blue,36,4947.0,1053
713910108,Existing Customer,38,M,1,Graduate,Married,$80K - $120K,Blue,28,3946.0,2375
